cve_mun_full,Municipio,Escuelas,Alumnos,Alumnos Mujeres,Alumnos Hombres,Docentes¹,no_asistencia_3_5_pct,no_asistencia_6_11_pct,no_asistencia_12_14_pct,asistencia_15_17_pct,analfabetismo_pct,grado_escolaridad,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,asistencia_primaria_pct,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
12022,TÉCPAN DE GALEANA,5,1942,1656,286,27,35.5,7.4,16.8,59.5,16.9,6.78,Alto,89.0,27.6,7.1,5.5,3.1,39.4,50.4,0.3,92.6,Coyuca de Catalán,21.0,Semicálido,3.0,100.0,33.33,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12023,TELOLOAPAN,4,3092,2441,651,26,16.5,5.3,10.2,70.3,18.3,7.02,Alto,93.5,37.0,13.0,4.3,4.3,73.9,67.4,0.4,94.7,Cuajinicuilapa,27.0,Muy cálido,,,,,,,,,
12024,TIXTLA DE GUERRERO,1,3,3,0,1,15.6,2.3,9.6,62.2,16.0,6.81,Alto,100.0,44.0,0.0,16.0,8.0,56.0,48.0,0.4,97.7,Cualác,19.0,Semicálido,7.0,100.0,71.43,0.0,28.57,0.0,100.0,RURAL,PÚBLICO
12025,TLAPA DE COMONFORT,5,2160,1768,392,25,19.1,2.5,6.8,74.3,14.9,7.19,Muy alto,97.6,33.3,0.0,2.4,0.0,54.8,50.0,0.3,97.5,Cuautepec,27.0,Muy cálido,3.0,100.0,100.0,0.0,66.67,0.0,100.0,RURAL,PÚBLICO
12026,TLAPEHUALA,1,1309,914,395,6,21.2,4.2,11.3,68.2,16.2,6.13,Muy alto,100.0,62.5,4.2,8.3,4.2,41.7,70.8,0.4,95.8,Cuetzala del Progreso,25.0,Cálido,3.0,100.0,33.33,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
12027,ZIHUATANEJO DE AZUETA,9,2299,1765,534,37,33.7,6.7,24.3,54.7,21.0,5.94,Alto,97.4,24.4,2.6,3.8,1.3,52.6,60.3,0.3,93.3,Cutzamala de Pinzón,25.0,Cálido,6.0,100.0,100.0,0.0,33.33,0.0,100.0,RURAL,PÚBLICO
13001,ACTOPAN,1,5973,3834,2139,58,47.9,5.5,11.1,64.4,11.1,7.35,Medio,98.0,75.5,22.4,22.4,14.3,83.7,83.7,0.6,94.5,Acatlán,15.0,Templado,,,,,,,,,
13002,AGUA BLANCA DE ITURBIDE,1,1644,915,729,6,54.8,3.3,15.0,46.8,16.3,6.66,Alto,96.6,62.1,23.0,19.5,20.7,85.1,82.8,0.6,96.7,Acaxochitlán,15.0,Templado,,,,,,,,,
13003,AJACUBA,1,3037,2472,565,25,39.6,2.3,4.1,81.8,3.8,9.93,Muy bajo,90.9,72.7,42.9,29.9,23.4,90.9,79.2,0.6,97.7,Actopan,15.0,Templado,,,,,,,,,
13004,APAN,2,3906,2414,1492,37,46.8,2.4,5.5,72.0,11.7,7.63,Medio,90.6,56.3,21.9,15.6,18.8,84.4,81.3,0.5,97.6,Agua Blanca de Iturbide,15.0,Templado,,,,,,,,,
13005,ATITALAQUIA,2,3348,2453,895,30,39.6,3.6,4.5,78.7,5.6,8.66,Muy bajo,94.4,77.8,16.7,33.3,16.7,100.0,77.8,0.6,96.4,Ajacuba,15.0,Templado,,,,,,,,,
13006,ATLAPEXCO,1,2332,1380,952,21,38.4,2.1,3.3,85.4,8.4,8.15,Medio,97.9,66.7,20.8,10.4,14.6,95.8,87.5,0.6,97.9,Alfajayucan,15.0,Templado,,,,,,,,,
13007,ATOTONILCO DE TULA,1,937,477,460,3,40.3,1.2,5.9,70.4,6.6,8.51,Bajo,95.2,52.4,19.0,19.0,23.8,81.0,66.7,0.5,98.8,Almoloya,13.0,Templado,,,,,,,,,
13008,ATOTONILCO EL GRANDE,1,12,7,5,2,36.1,2.6,5.3,76.8,5.0,9.42,Muy bajo,92.2,68.6,39.2,19.6,11.8,86.3,82.4,0.6,97.4,Apan,13.0,Templado,,,,,,,,,
13009,CUAUTEPEC DE HINOJOSA,2,5437,3251,2186,50,42.2,3.3,6.0,75.9,4.4,9.0,Bajo,95.8,83.3,4.2,4.2,12.5,91.7,91.7,0.5,96.7,El Arenal,15.0,Templado,,,,,,,,,
13010,FRANCISCO I. MADERO,1,9,9,0,2,28.6,2.1,5.3,81.0,2.7,9.94,Muy bajo,100.0,94.7,73.7,78.9,15.8,100.0,89.5,0.8,97.9,Atitalaquia,15.0,Templado,,,,,,,,,
13011,HUEJUTLA DE REYES,1,4897,2487,2410,40,17.7,2.4,3.7,82.8,18.8,7.77,Medio,100.0,51.1,2.1,6.4,10.6,72.3,89.4,0.5,97.6,Atlapexco,23.0,Cálido,,,,,,,,,
13012,HUICHAPAN,2,5796,3397,2399,40,41.2,2.7,6.8,68.9,8.3,8.17,Bajo,95.8,40.8,11.3,19.7,11.3,85.9,78.9,0.5,97.3,Atotonilco el Grande,15.0,Templado,,,,,,,,,
13013,IXMIQUILPAN,3,6140,3845,2295,44,37.7,3.0,5.9,76.5,2.1,9.88,Muy bajo,97.9,59.6,38.3,48.9,12.8,87.2,89.4,0.6,97.0,Atotonilco de Tula,15.0,Templado,,,,,,,,,
13014,JACALA DE LEDEZMA,1,1180,766,414,8,28.3,1.2,4.2,84.4,17.1,7.05,Medio,92.5,45.0,2.5,2.5,15.0,75.0,85.0,0.5,98.8,Calnali,23.0,Cálido,,,,,,,,,
13015,METZTITLÁN,1,759,405,354,7,27.2,1.6,2.8,85.6,10.0,8.55,Bajo,98.4,74.2,43.5,6.5,14.5,96.8,87.1,0.6,98.4,Cardonal,15.0,Templado,,,,,,,,,
13016,MINERAL DE LA REFORMA,3,9556,6250,3306,135,46.0,3.8,9.0,66.7,8.2,8.02,Bajo,91.3,57.6,13.0,23.9,20.7,87.0,90.2,0.5,96.2,Cuautepec de Hinojosa,15.0,Templado,,,,,,,,,
13017,MIXQUIAHUALA DE JUÁREZ,2,5936,3853,2083,48,39.9,4.3,5.8,75.6,8.0,7.79,Medio,92.9,71.4,10.7,10.7,14.3,100.0,89.3,0.6,95.7,Chapantongo,15.0,Templado,,,,,,,,,
13018,OMITLÁN DE JUÁREZ,1,1789,1338,451,17,39.1,2.8,8.7,61.0,13.5,7.34,Medio,89.9,31.5,2.2,5.6,21.3,64.0,83.1,0.4,97.2,Chapulhuacán,23.0,Cálido,,,,,,,,,
13019,PACHUCA DE SOTO,19,3924,2155,1769,126,35.8,1.4,3.4,83.0,7.5,8.74,Bajo,100.0,93.3,30.0,36.7,10.0,90.0,83.3,0.6,98.6,Chilcuautla,15.0,Templado,,,,,,,,,
13020,SAN AGUSTÍN TLAXIACA,1,1342,959,383,11,45.0,4.7,5.4,88.5,11.7,7.3,Medio,93.3,33.3,6.7,6.7,26.7,80.0,93.3,0.5,95.3,Eloxochitlán,19.0,Semicálido,,,,,,,,,
13021,SANTIAGO DE ANAYA,1,1520,953,567,9,35.8,3.2,5.7,79.4,3.5,9.48,Muy bajo,100.0,44.4,0.0,22.2,11.1,100.0,77.8,0.5,96.8,Emiliano Zapata,11.0,Semifrio,,,,,,,,,
13022,TECOZAUTLA,1,1519,1099,420,10,37.1,4.6,8.6,77.3,4.1,9.12,Bajo,95.0,50.0,15.0,25.0,20.0,85.0,95.0,0.6,95.4,Epazoyucan,15.0,Templado,,,,,,,,,
13023,TENANGO DE DORIA,1,3187,1784,1403,24,39.8,2.1,3.3,87.8,4.6,10.19,Muy bajo,100.0,73.7,31.6,44.7,7.9,100.0,81.6,0.6,97.9,Francisco I. Madero,15.0,Templado,,,,,,,,,
13024,TEPEAPULCO,3,2954,2254,700,37,41.3,3.9,10.7,69.9,7.4,7.79,Bajo,100.0,41.3,19.6,15.2,26.1,95.7,91.3,0.6,96.1,Huasca de Ocampo,15.0,Templado,,,,,,,,,
13025,TEPEJI DEL RÍO DE OCAMPO,2,718,341,377,19,12.2,1.4,1.8,90.6,16.7,7.56,Alto,98.7,65.3,6.7,1.3,5.3,44.0,85.3,0.4,98.6,Huautla,23.0,Cálido,,,,,,,,,
13026,TEZONTEPEC DE ALDAMA,1,5641,3393,2248,31,16.1,1.4,3.7,77.3,17.9,7.14,Alto,94.9,38.5,0.0,2.6,10.3,79.5,87.2,0.4,98.6,Huazalingo,23.0,Cálido,,,,,,,,,
13027,TIZAYUCA,7,2156,1236,920,45,27.5,2.0,8.3,76.0,26.1,6.44,Alto,87.0,58.4,5.2,6.5,5.2,40.3,62.3,0.4,98.0,Huehuetla,17.0,Templado,,,,,,,,,
13028,TLANCHINOL,1,1333,690,643,14,25.6,2.3,6.2,77.4,16.3,8.42,Medio,96.1,50.0,9.5,11.2,13.8,69.4,74.6,0.5,97.7,Huejutla de Reyes,23.0,Cálido,,,,,,,,,
13029,TLAXCOAPAN,1,2,0,2,2,39.9,1.9,4.4,78.4,4.9,8.79,Bajo,97.0,73.1,25.4,10.4,11.9,95.5,92.5,0.6,98.1,Huichapan,15.0,Templado,,,,,,,,,
13030,TOLCAYUCA,1,2866,1875,991,19,30.7,2.0,4.3,81.0,6.3,9.36,Bajo,98.0,74.5,20.1,14.8,9.4,90.6,84.6,0.6,98.0,Ixmiquilpan,15.0,Templado,,,,,,,,,
13031,TULA DE ALLENDE,4,7816,5551,2265,54,43.3,1.5,6.2,73.2,11.4,7.68,Medio,95.2,42.9,7.1,4.8,19.0,66.7,71.4,0.4,98.5,Jacala de Ledezma,23.0,Cálido,,,,,,,,,
13032,TULANCINGO DE BRAVO,16,1811,1156,655,79,14.5,2.3,5.7,81.1,22.8,7.25,Medio,100.0,55.0,5.0,10.0,5.0,75.0,85.0,0.5,97.7,Jaltocán,23.0,Cálido,,,,,,,,,
13033,ZACUALTIPÁN DE ÁNGELES,1,3223,1619,1604,21,40.6,2.7,5.1,80.7,12.2,7.29,Medio,100.0,62.5,0.0,0.0,0.0,100.0,100.0,0.5,97.3,Juárez Hidalgo,23.0,Cálido,,,,,,,,,
13034,ZAPOTLÁN DE JUÁREZ,1,2,2,0,1,19.7,2.0,3.4,81.8,13.9,7.7,Alto,82.9,48.8,7.3,2.4,7.3,73.2,82.9,0.4,98.0,Lolotla,23.0,Cálido,,,,,,,,,
13035,ZIMAPÁN,2,2600,1564,1036,30,48.0,2.9,7.9,70.0,7.1,8.12,Bajo,100.0,37.0,7.4,7.4,3.7,96.3,74.1,0.5,97.1,Metepec,15.0,Templado,,,,,,,,,
14001,ACATLÁN DE JUÁREZ,1,400,279,121,6,45.8,5.0,17.0,55.7,7.2,7.29,Muy bajo,93.6,44.7,61.7,27.7,6.4,80.9,91.5,0.6,95.0,Acatic,19.0,Semicálido,,,,,,,,,
14002,AMATITÁN,2,2217,1887,330,47,37.8,3.7,6.6,74.8,3.0,9.23,Muy bajo,93.8,68.8,75.0,50.0,12.5,93.8,93.8,0.7,96.3,Acatlán de Juárez,19.0,Semicálido,,,,,,,,,
14003,AMECA,2,596,386,210,22,23.3,2.9,7.1,75.6,2.7,9.52,Muy bajo,100.0,56.5,73.9,30.4,8.7,100.0,100.0,0.7,97.1,Ahualulco de Mercado,21.0,Semicálido,,,,,,,,,
14004,ARANDAS,3,721,547,174,25,41.6,6.0,12.2,66.8,3.6,8.34,Bajo,87.5,50.0,50.0,50.0,12.5,100.0,100.0,0.6,94.0,Amacueca,19.0,Semicálido,,,,,,,,,
14005,AUTLÁN DE NAVARRO,5,2912,2490,422,95,42.4,4.1,7.5,72.8,3.6,9.2,Muy bajo,100.0,70.0,55.0,20.0,5.0,100.0,100.0,0.6,95.9,Amatitán,19.0,Semicálido,,,,,,,,,
14006,CASIMIRO CASTILLO,1,4,4,0,1,32.9,3.2,8.3,68.8,3.7,9.06,Muy bajo,97.9,60.6,36.2,17.0,6.4,91.5,88.3,0.6,96.8,Ameca,19.0,Semicálido,,,,,,,,,
14007,CHAPALA,4,689,542,147,26,22.8,1.4,4.9,77.0,4.0,8.67,Muy bajo,100.0,60.0,53.3,13.3,6.7,100.0,100.0,0.6,98.6,San Juanito de Escobedo,21.0,Semicálido,,,,,,,,,
14008,CIHUATLÁN,3,348,330,18,13,46.9,6.2,18.1,56.9,6.4,8.1,Muy bajo,95.9,45.1,50.0,22.1,12.3,86.9,90.2,0.6,93.8,Arandas,19.0,Semicálido,,,,,,,,,
14009,ETZATLÁN,1,193,133,60,5,37.9,4.4,9.5,77.6,3.0,9.28,Muy bajo,100.0,52.4,52.4,38.1,14.3,90.5,81.0,0.6,95.6,El Arenal,19.0,Semicálido,,,,,,,,,
14010,GUADALAJARA,179,42781,26665,16116,1868,55.8,9.6,21.2,48.9,7.6,7.64,Bajo,100.0,28.6,28.6,21.4,21.4,78.6,92.9,0.5,90.4,Atemajac de Brizuela,19.0,Semicálido,,,,,,,,,
14011,HUEJUQUILLA EL ALTO,3,1041,928,113,44,35.2,5.2,6.9,73.1,6.9,7.66,Bajo,94.1,70.6,23.5,17.6,5.9,94.1,100.0,0.6,94.8,Atengo,19.0,Semicálido,,,,,,,,,
14012,IXTLAHUACÁN DE LOS MEMBRILLOS,3,2275,1601,674,69,42.3,6.4,11.3,74.5,4.4,8.05,Muy bajo,100.0,50.0,35.7,21.4,21.4,100.0,100.0,0.6,93.6,Atenguillo,13.0,Templado,,,,,,,,,
14013,JOCOTEPEC,2,14,5,9,4,50.2,6.4,17.0,61.8,5.3,8.24,Muy bajo,100.0,57.1,40.5,26.2,15.5,98.8,91.7,0.6,93.6,Atotonilco el Alto,17.0,Templado,,,,,,,,,
14014,LA BARCA,1,1,1,0,1,36.1,5.7,14.5,66.1,7.2,7.43,Bajo,72.7,45.5,40.9,18.2,9.1,100.0,81.8,0.5,94.3,Atoyac,19.0,Semicálido,,,,,,,,,
14015,LAGOS DE MORENO,8,2609,2140,469,70,27.9,3.2,8.7,73.7,3.4,9.74,Muy bajo,97.4,59.7,61.0,24.7,11.7,98.7,94.8,0.6,96.8,Autlán de Navarro,25.0,Cálido,,,,,,,,,
14016,MASCOTA,3,201,184,17,9,45.2,4.9,19.4,54.9,7.9,7.07,Bajo,100.0,50.0,59.4,25.0,6.3,96.9,87.5,0.6,95.1,Ayotlán,17.0,Templado,,,,,,,,,
14017,OCOTLÁN,4,656,408,248,32,21.5,3.3,7.3,67.6,4.9,8.14,Muy bajo,98.0,64.7,35.3,27.5,19.6,92.2,88.2,0.6,96.7,Ayutla,17.0,Templado,,,,,,,,,
14018,PUERTO VALLARTA,12,9922,7329,2593,207,44.1,4.2,15.4,62.8,5.2,8.4,Muy bajo,98.6,50.7,81.7,19.7,9.9,98.6,93.0,0.6,95.8,La Barca,17.0,Templado,,,,,,,,,
14019,SAN JULIÁN,3,2383,2163,220,50,37.1,7.8,13.6,65.1,14.5,7.21,Muy alto,53.5,23.3,4.7,7.0,2.3,41.9,44.2,0.3,92.2,Bolaños,17.0,Templado,,,,,,,,,
14020,SAN MIGUEL EL ALTO,3,152,106,46,6,31.5,3.6,11.4,68.0,4.4,7.71,Bajo,95.7,32.6,15.2,6.5,15.2,80.4,91.3,0.5,96.4,Cabo Corrientes,25.0,Cálido,,,,,,,,,
14021,SAN PEDRO TLAQUEPAQUE,15,5443,3978,1465,148,29.5,7.4,13.7,68.0,5.7,8.13,Muy bajo,97.0,42.4,48.5,21.2,9.1,93.9,87.9,0.6,92.6,Casimiro Castillo,25.0,Cálido,,,,,,,,,
14022,TAPALPA,2,38,31,7,8,36.7,5.6,13.2,67.5,5.4,8.43,Muy bajo,97.6,54.8,35.7,21.4,7.1,92.9,88.1,0.6,94.4,Cihuatlán,25.0,Cálido,,,,,,,,,
14023,TEPATITLÁN DE MORELOS,3,1195,1002,193,26,33.4,3.5,7.6,79.0,2.7,10.55,Muy bajo,97.2,73.6,77.8,51.4,26.4,100.0,97.2,0.7,96.5,Zapotlán el Grande,21.0,Semicálido,,,,,,,,,
14024,TEQUILA,5,20,18,2,8,32.3,3.4,7.8,72.7,4.5,8.61,Muy bajo,97.7,60.5,69.8,34.9,11.6,100.0,95.3,0.7,96.6,Cocula,19.0,Semicálido,,,,,,,,,
14025,TLAJOMULCO DE ZÚÑIGA,6,3893,3440,453,101,21.4,1.5,4.8,75.1,3.3,9.7,Muy bajo,100.0,54.1,32.4,24.3,8.1,97.3,91.9,0.6,98.5,Colotlán,15.0,Templado,,,,,,,,,
14026,TONALÁ,4,3111,1392,1719,46,20.3,3.2,14.4,63.2,7.3,7.56,Muy bajo,100.0,72.7,45.5,27.3,9.1,90.9,90.9,0.6,96.8,Concepción de Buenos Aires,19.0,Semicálido,,,,,,,,,
14027,UNIÓN DE TULA,1,9,7,2,2,25.5,3.1,6.3,72.2,11.8,7.34,Alto,81.3,49.5,12.1,9.9,9.9,80.2,81.3,0.5,96.9,Cuautitlán de García Barragán,25.0,Cálido,,,,,,,,,
14028,VILLA HIDALGO,3,2676,2434,242,78,16.8,7.9,15.5,71.7,6.5,7.46,Bajo,100.0,83.3,16.7,16.7,0.0,100.0,100.0,0.6,92.1,Cuautla,19.0,Semicálido,,,,,,,,,
14029,ZAPOPAN,28,6648,4692,1956,289,43.4,3.7,17.8,65.0,7.7,7.27,Bajo,90.8,51.3,38.2,13.2,9.2,63.2,86.8,0.5,96.3,Cuquío,19.0,Semicálido,,,,,,,,,
14030,ZAPOTLÁN EL GRANDE,8,5294,4385,909,141,37.7,6.4,12.4,66.5,2.6,9.96,Muy bajo,100.0,70.8,45.8,37.5,8.3,93.8,97.9,0.6,93.6,Chapala,19.0,Semicálido,,,,,,,,,
15001,ACAMBAY DE RUÍZ CASTAÑEDA,2,2454,2386,68,8,40.8,3.3,6.6,73.5,8.0,8.3,Medio,99.2,73.6,17.6,14.4,16.0,80.0,81.6,0.5,96.7,Acambay de Ruíz Castañeda,15.0,Templado,,,,,,,,,
15002,ACOLMAN,1,26,8,18,4,40.3,5.3,8.0,80.1,1.9,9.82,Muy bajo,94.1,78.8,51.8,38.8,14.1,92.9,85.9,0.7,94.7,Acolman,15.0,Templado,,,,,,,,,
15003,ACULCO,2,234,207,27,3,43.5,3.4,6.3,71.4,6.9,8.02,Medio,97.7,76.7,17.4,22.1,10.5,91.9,87.2,0.6,96.6,Aculco,15.0,Templado,,,,,,,,,
15004,ALMOLOYA DE ALQUISIRAS,1,1654,1483,171,8,33.1,7.4,12.4,68.9,7.4,8.14,Medio,98.0,85.7,10.2,16.3,8.2,77.6,77.6,0.5,92.6,Almoloya de Alquisiras,19.0,Semicálido,,,,,,,,,
15005,ALMOLOYA DEL RÍO,1,3044,2638,406,12,43.1,4.1,8.7,68.9,5.6,8.68,Bajo,94.2,75.4,22.8,25.1,16.4,74.9,84.8,0.6,95.9,Almoloya de Juárez,9.0,Semifrio,,,,,,,,,
15006,AMECAMECA,2,4038,3250,788,15,36.7,3.1,5.1,77.9,3.3,10.04,Muy bajo,100.0,100.0,66.7,66.7,0.0,100.0,66.7,0.7,96.9,Almoloya del Río,13.0,Templado,,,,,,,,,
15007,APAXCO,1,846,793,53,6,44.6,3.5,8.3,74.0,9.5,7.75,Medio,90.4,76.9,9.6,1.9,7.7,82.7,94.2,0.5,96.5,Amanalco,17.0,Templado,,,,,,,,,
15008,ATENCO,1,1265,1182,83,4,26.4,2.7,9.8,71.4,12.6,7.42,Medio,87.0,59.4,8.0,3.6,2.2,17.4,65.2,0.3,97.3,Amatepec,25.0,Cálido,,,,,,,,,
15009,ATIZAPÁN DE ZARAGOZA,8,5701,3419,2282,40,37.1,6.1,7.8,78.5,2.2,10.01,Muy bajo,97.8,75.6,53.3,33.3,11.1,95.6,97.8,0.7,93.9,Amecameca,15.0,Templado,,,,,,,,,
15010,ATLACOMULCO,4,3649,2943,706,23,36.4,3.0,6.3,77.2,3.4,9.46,Muy bajo,100.0,84.2,47.4,21.1,15.8,100.0,78.9,0.6,97.0,Apaxco,15.0,Templado,,,,,,,,,
15011,AXAPUSCO,1,929,745,184,5,39.6,4.0,8.0,76.2,2.2,9.56,Muy bajo,92.9,64.3,17.9,32.1,14.3,96.4,96.4,0.6,96.0,Atenco,15.0,Templado,,,,,,,,,
15012,AYAPANGO,1,383,368,15,1,37.9,4.3,7.5,73.1,3.3,9.5,Muy bajo,100.0,100.0,75.0,62.5,50.0,100.0,100.0,0.8,95.7,Atizapán,13.0,Templado,,,,,,,,,
15013,CHALCO,8,8060,4676,3384,43,37.9,5.3,7.6,81.2,1.8,11.06,Muy bajo,99.2,84.4,69.2,42.8,22.4,98.8,95.6,0.7,94.7,Atizapán de Zaragoza,15.0,Templado,,,,,,,,,
15014,CHICOLOAPAN,3,3699,3066,633,17,38.2,3.1,6.6,76.8,5.3,9.76,Bajo,99.0,84.0,43.0,36.0,16.0,99.0,92.0,0.7,96.9,Atlacomulco,11.0,Semifrio,,,,,,,,,
15015,CHIMALHUACÁN,7,7649,5024,2625,41,42.2,5.7,8.7,75.6,4.4,8.87,Bajo,100.0,57.9,47.4,26.3,15.8,100.0,84.2,0.6,94.3,Atlautla,17.0,Templado,,,,,,,,,
15016,COACALCO DE BERRIOZÁBAL,4,4714,3326,1388,27,38.8,3.9,8.1,78.1,4.3,8.9,Bajo,100.0,91.9,32.4,18.9,0.0,100.0,81.1,0.6,96.1,Axapusco,15.0,Templado,,,,,,,,,
15017,COYOTEPEC,1,488,470,18,4,39.6,4.5,6.2,82.3,2.2,9.92,Muy bajo,100.0,100.0,62.5,37.5,12.5,100.0,100.0,0.7,95.5,Ayapango,15.0,Templado,,,,,,,,,
15018,CUAUTITLÁN,8,3975,3033,942,32,38.7,4.3,6.7,79.6,2.8,10.74,Muy bajo,92.9,78.6,40.5,42.9,21.4,95.2,88.1,0.7,95.7,Calimaya,7.0,Semifrio,,,,,,,,,
15019,CUAUTITLÁN IZCALLI,8,5842,2011,3831,79,36.3,5.3,8.8,75.4,2.4,10.18,Muy bajo,88.9,88.9,38.9,33.3,0.0,94.4,100.0,0.6,94.7,Capulhuac,13.0,Templado,,,,,,,,,
15020,ECATEPEC DE MORELOS,21,10784,4894,5890,124,28.9,4.3,5.3,85.9,0.7,11.49,Muy bajo,96.2,66.8,47.8,31.5,13.0,97.3,93.5,0.6,95.7,Coacalco de Berriozábal,15.0,Templado,,,,,,,,,
15021,HUEHUETOCA,2,1911,1814,97,11,42.5,5.3,22.2,47.9,7.9,7.4,Medio,92.0,73.6,25.3,13.8,1.1,71.3,81.6,0.5,94.7,Coatepec Harinas,19.0,Semicálido,,,,,,,,,
15022,HUIXQUILUCAN,3,1289,1207,82,21,35.5,3.9,6.3,80.6,1.8,10.3,Muy bajo,100.0,100.0,70.0,20.0,20.0,100.0,80.0,0.7,96.1,Cocotitlán,15.0,Templado,,,,,,,,,
15023,IXTAPALUCA,3,3011,1971,1040,17,46.8,5.6,9.1,76.4,3.3,9.55,Muy bajo,92.3,84.6,50.0,46.2,23.1,92.3,92.3,0.7,94.4,Coyotepec,15.0,Templado,,,,,,,,,
15024,IXTAPAN DE LA SAL,3,3926,2745,1181,22,32.4,4.5,5.8,84.4,1.0,11.3,Muy bajo,97.6,67.1,53.7,36.6,19.5,100.0,89.0,0.7,95.5,Cuautitlán,15.0,Templado,,,,,,,,,
15025,IXTLAHUACA,5,3657,2973,684,47,39.3,5.2,7.1,77.3,2.6,9.75,Muy bajo,97.4,69.2,47.0,29.5,10.3,96.6,88.0,0.6,94.8,Chalco,15.0,Templado,,,,,,,,,
15026,JALTENCO,1,1819,1606,213,5,43.4,2.1,7.3,74.5,7.4,8.09,Medio,85.2,64.8,11.1,35.2,22.2,79.6,88.9,0.6,97.9,Chapa de Mota,15.0,Templado,,,,,,,,,
15027,JILOTEPEC,2,3127,2127,1000,13,37.1,4.2,4.9,79.8,1.6,10.69,Muy bajo,100.0,100.0,40.0,40.0,20.0,100.0,80.0,0.7,95.8,Chapultepec,13.0,Templado,,,,,,,,,
15028,LA PAZ,3,225,157,68,17,33.5,5.3,7.9,79.7,1.9,10.04,Muy bajo,100.0,79.2,50.0,29.2,25.0,100.0,70.8,0.6,94.7,Chiautla,15.0,Templado,,,,,,,,,
15029,LERMA,3,2303,1305,998,15,39.6,4.5,7.0,80.8,1.8,10.14,Muy bajo,98.1,61.2,42.7,35.0,11.7,97.1,88.3,0.6,95.5,Chicoloapan,15.0,Templado,,,,,,,,,
15030,MELCHOR OCAMPO,1,18,9,9,2,37.6,4.0,7.4,80.3,1.6,10.13,Muy bajo,100.0,91.7,91.7,25.0,16.7,100.0,100.0,0.8,96.0,Chiconcuac,15.0,Templado,,,,,,,,,
15031,METEPEC,2,4226,3150,1076,17,44.4,5.6,9.9,74.7,3.1,9.13,Muy bajo,98.0,50.3,39.9,27.8,12.1,95.5,87.9,0.6,94.4,Chimalhuacán,15.0,Templado,,,,,,,,,
15032,NAUCALPAN DE JUÁREZ,13,6941,3401,3540,74,61.4,4.3,14.8,57.4,12.2,7.02,Alto,96.4,82.1,19.6,8.9,3.6,89.3,75.0,0.5,95.7,Donato Guerra,19.0,Semicálido,,,,,,,,,
15033,NEZAHUALCÓYOTL,20,5095,2943,2152,136,38.5,5.4,7.9,79.3,1.9,10.22,Muy bajo,93.7,74.7,49.7,35.6,18.1,92.3,86.7,0.6,94.6,Ecatepec de Morelos,15.0,Templado,,,,,,,,,
15034,NICOLÁS ROMERO,6,4368,2560,1808,33,41.3,4.4,8.0,77.4,5.4,8.89,Bajo,88.9,44.4,22.2,11.1,0.0,77.8,55.6,0.4,95.6,Ecatzingo,17.0,Templado,,,,,,,,,
15035,OCOYOACAC,1,1520,993,527,5,41.6,4.4,6.7,78.8,1.7,9.98,Muy bajo,94.5,63.7,40.7,46.2,17.6,96.7,92.3,0.6,95.6,Huehuetoca,15.0,Templado,,,,,,,,,
15036,OTUMBA,1,2417,1956,461,10,42.4,3.4,6.0,75.6,5.4,8.51,Muy bajo,94.4,80.6,27.8,27.8,19.4,97.2,86.1,0.6,96.6,Hueypoxtla,15.0,Templado,,,,,,,,,
15037,OTZOLOTEPEC,1,53,53,0,2,33.9,6.3,7.8,80.2,1.8,11.23,Muy bajo,99.2,88.8,68.0,44.0,27.2,93.6,96.8,0.7,93.7,Huixquilucan,15.0,Templado,,,,,,,,,
15038,SAN FELIPE DEL PROGRESO,2,5444,2946,2498,14,43.3,3.6,5.3,78.0,4.5,9.06,Bajo,100.0,88.9,44.4,11.1,0.0,100.0,88.9,0.6,96.4,Isidro Fabela,11.0,Semifrio,,,,,,,,,
15039,SAN JOSÉ DEL RINCÓN,1,139,138,1,1,37.8,4.1,6.7,79.0,2.0,10.14,Muy bajo,97.0,62.0,41.6,32.0,14.2,95.7,83.2,0.6,95.9,Ixtapaluca,15.0,Templado,,,,,,,,,
15040,SAN MATEO ATENCO,1,2570,2320,250,11,31.6,4.7,14.8,60.8,5.6,8.87,Bajo,93.7,74.6,31.7,36.5,12.7,69.8,82.5,0.6,95.3,Ixtapan de la Sal,21.0,Semicálido,,,,,,,,,
15041,TECÁMAC,4,3129,2250,879,32,47.1,4.6,22.3,45.3,10.6,7.01,Alto,100.0,82.6,4.3,13.0,4.3,73.9,82.6,0.5,95.4,Ixtapan del Oro,19.0,Semicálido,,,,,,,,,
15042,TEJUPILCO,2,2852,2232,620,12,39.8,2.4,4.6,79.9,7.1,8.72,Bajo,97.8,84.1,28.3,18.8,12.3,83.3,91.3,0.6,97.6,Ixtlahuaca,9.0,Semifrio,,,,,,,,,
